Date,old_Latitude,old_Longitude,Temperature_at_atm,temp_celsius,temp_fahrenheit,new_Longitude
01-01-2015,29.5,248.12,286.85,13.700000000000045,56.660000000000025,-111.88
01-01-2015,29.5,249.37,285.41,12.260000000000048,54.06800000000004,-110.63
01-01-2015,29.5,250.62,283.02,9.870000000000005,49.76599999999996,-109.38
01-01-2015,30.5,248.12,285.31,12.160000000000025,53.88799999999998,-111.88
01-01-2015,30.5,249.37,282.41,9.260000000000048,48.66800000000006,-110.63
01-01-2015,30.5,250.62,280.11,6.960000000000036,44.52800000000002,-109.38
01-01-2015,31.5,248.12,283.99,10.840000000000032,51.512,-111.88
01-01-2015,31.5,249.37,280.44,7.2900000000000205,45.122000000000014,-110.63
01-01-2015,31.5,250.62,278.41,5.260000000000048,41.46800000000002,-109.38
01-01-2015,32.5,248.12,283.73,10.580000000000041,51.04400000000004,-111.88
01-01-2015,32.5,249.37,280.75,7.600000000000023,45.68000000000001,-110.63
01-01-2015,32.5,250.62,277.99,4.840000000000032,40.71199999999999,-109.38
01-02-2015,29.5,248.12,288.83,15.680000000000007,60.22399999999999,-111.88
01-02-2015,29.5,249.37,287.57,14.420000000000016,57.95599999999996,-110.63
01-02-2015,29.5,250.62,285.11,11.960000000000036,53.52800000000008,-109.38
01-02-2015,30.5,248.12,287.18,14.03000000000003,57.25399999999996,-111.88
01-02-2015,30.5,249.37,284.45,11.300000000000011,52.339999999999975,-110.63
01-02-2015,30.5,250.62,282.38,9.230000000000018,48.613999999999976,-109.38
01-02-2015,31.5,248.12,285.28,12.129999999999995,53.834,-111.88
01-02-2015,31.5,249.37,282.06,8.910000000000025,48.03800000000001,-110.63
01-02-2015,31.5,250.62,280.43,7.28000000000003,45.103999999999985,-109.38
01-02-2015,32.5,248.12,285.21,12.060000000000002,53.70799999999991,-111.88
01-02-2015,32.5,249.37,282.18,9.03000000000003,48.25400000000002,-110.63
01-02-2015,32.5,250.62,279.65,6.5,43.69999999999993,-109.38
01-03-2015,29.5,248.12,292.22,19.07000000000005,66.32600000000008,-111.88
01-03-2015,29.5,249.37,291.55,18.400000000000034,65.12000000000006,-110.63
01-03-2015,29.5,250.62,288.96,15.810000000000002,60.45799999999991,-109.38
01-03-2015,30.5,248.12,290.9,17.75,63.94999999999999,-111.88
01-03-2015,30.5,249.37,288.61,15.460000000000036,59.82800000000003,-110.63
01-03-2015,30.5,250.62,286.74,13.590000000000032,56.462000000000046,-109.38
01-03-2015,31.5,248.12,289.21,16.060000000000002,60.90799999999996,-111.88
01-03-2015,31.5,249.37,286.28,13.129999999999995,55.63399999999996,-110.63
01-03-2015,31.5,250.62,285.26,12.110000000000014,53.797999999999945,-109.38
