YYYYMM, LAT, LON, TAS
201810,   25.50,  261.88,  297.73
201810,   25.50,  263.12,  298.74
201810,   26.50,  260.62,  296.52
201810,   26.50,  261.88,  297.22
201810,   26.50,  263.12,  298.42
201810,   27.50,  260.62,  296.52
201810,   27.50,  261.88,  296.60
201810,   27.50,  263.12,  297.80
201811,   24.50,  260.62,  286.85
201811,   24.50,  261.88,  291.83
201811,   24.50,  263.12,  295.13
201811,   25.50,  260.62,  288.12
201811,   25.50,  261.88,  291.56
201811,   25.50,  263.12,  294.56
201811,   26.50,  260.62,  288.86
201811,   26.50,  261.88,  290.72
201811,   26.50,  263.12,  293.81
201811,   27.50,  260.62,  288.25
201811,   27.50,  261.88,  289.52
201811,   27.50,  263.12,  292.32
201812,   24.50,  260.62,  286.25
201812,   24.50,  261.88,  290.02
201812,   24.50,  263.12,  293.26
201812,   25.50,  260.62,  286.42
201812,   25.50,  261.88,  289.30
201812,   25.50,  263.12,  292.46
201812,   26.50,  260.62,  286.40
201812,   26.50,  261.88,  287.90
201812,   26.50,  263.12,  291.27
201812,   27.50,  260.62,  285.34
201812,   27.50,  261.88,  286.22
201812,   27.50,  263.12,  289.48
201901,   24.50,  260.62,  285.08
201901,   24.50,  261.88,  289.14
201901,   24.50,  263.12,  292.46
201901,   25.50,  260.62,  286.26
201901,   25.50,  261.88,  288.59
201901,   25.50,  263.12,  291.70
201901,   26.50,  260.62,  286.81
201901,   26.50,  261.88,  287.79
201901,   26.50,  263.12,  290.97
201901,   27.50,  260.62,  286.20
201901,   27.50,  261.88,  286.96
201901,   27.50,  263.12,  289.63
201902,   24.50,  260.62,  285.94
201902,   24.50,  261.88,  289.88
201902,   24.50,  263.12,  292.69
201902,   25.50,  260.62,  286.48
201902,   25.50,  261.88,  289.03
201902,   25.50,  263.12,  291.71
201902,   26.50,  260.62,  286.85
201902,   26.50,  261.88,  287.65
201902,   26.50,  263.12,  290.44
201902,   27.50,  260.62,  285.76
201902,   27.50,  261.88,  286.34
201902,   27.50,  263.12,  288.80
201903,   24.50,  260.62,  289.30
201903,   24.50,  261.88,  292.50
201903,   24.50,  263.12,  294.58
201903,   25.50,  260.62,  290.31
201903,   25.50,  261.88,  292.27
201903,   25.50,  263.12,  293.91
201903,   26.50,  260.62,  290.83
201903,   26.50,  261.88,  291.33
201903,   26.50,  263.12,  293.02
201903,   27.50,  260.62,  290.01
201903,   27.50,  261.88,  290.04
201903,   27.50,  263.12,  291.61
201904,   24.50,  260.62,  293.83
